Num_Acc,catv,jour,mois,an,hrmn,lum,atm,lat,long,grav,situ
201700000002,1,13,2,2017,16:30,1,1.0,5053611.0,295314.0,1,
201700000002,1,13,2,2017,16:30,1,1.0,5053611.0,295314.0,3,
201700000019,1,9,8,2017,7:45,1,1.0,5054769.0,310034.0,3,
201700000019,1,9,8,2017,7:45,1,1.0,5054769.0,310034.0,1,
201700000022,1,27,12,2017,12:00,1,1.0,5054129.0,318902.0,3,
201700000022,1,27,12,2017,12:00,1,1.0,5054129.0,318902.0,1,
201700000042,1,7,3,2017,8:05,1,1.0,5063688.0,273420.0,1,1.0
201700000042,1,7,3,2017,8:05,1,1.0,5063688.0,273420.0,3,1.0
201700000043,1,15,4,2017,11:35,1,1.0,5064736.0,272026.0,4,1.0
201700000043,1,15,4,2017,11:35,1,1.0,5064736.0,272026.0,3,1.0
201700000043,1,15,4,2017,11:35,1,1.0,5064736.0,272026.0,1,1.0
201700000058,1,23,9,2017,14:45,1,1.0,5060791.0,327096.0,4,
201700000058,1,23,9,2017,14:45,1,1.0,5060791.0,327096.0,1,
201700000062,1,4,4,2017,7:15,1,1.0,5053189.0,320942.0,1,
201700000062,1,4,4,2017,7:15,1,1.0,5053189.0,320942.0,3,
201700000065,1,31,10,2017,10:30,1,1.0,5056090.0,323893.0,3,
201700000065,1,31,10,2017,10:30,1,1.0,5056090.0,323893.0,1,
201700000092,1,23,6,2017,19:55,2,7.0,5005823.0,389344.0,3,
201700000099,1,22,3,2017,20:30,5,1.0,5001860.0,405058.0,1,
201700000099,1,22,3,2017,20:30,5,1.0,5001860.0,405058.0,4,
201700000106,1,13,6,2017,8:30,1,7.0,5002676.0,401405.0,1,1.0
201700000106,1,13,6,2017,8:30,1,7.0,5002676.0,401405.0,3,1.0
201700000107,1,31,8,2017,14:15,1,1.0,5001885.0,404452.0,1,
201700000107,1,31,8,2017,14:15,1,1.0,5001885.0,404452.0,3,
201700000108,1,30,9,2017,14:30,1,1.0,5001826.0,404396.0,3,
201700000108,1,30,9,2017,14:30,1,1.0,5001826.0,404396.0,1,
201700000121,1,22,2,2017,18:30,3,2.0,5013288.0,341713.0,1,1.0
201700000121,1,22,2,2017,18:30,3,2.0,5013288.0,341713.0,3,1.0
201700000159,1,29,8,2017,21:20,3,1.0,5025543.0,384937.0,1,1.0
201700000159,1,29,8,2017,21:20,3,1.0,5025543.0,384937.0,3,1.0
201700000164,1,4,7,2017,19:25,1,1.0,5025066.0,362397.0,4,1.0
201700000164,1,4,7,2017,19:25,1,1.0,5025066.0,362397.0,1,1.0
201700000175,1,9,5,2017,15:45,1,1.0,5035777.0,282216.0,3,1.0
201700000181,1,18,11,2017,11:35,1,1.0,5037420.0,283707.0,1,1.0
201700000181,1,18,11,2017,11:35,1,1.0,5037420.0,283707.0,3,1.0
201700000197,1,10,9,2017,9:30,1,1.0,5056414.0,161329.0,3,1.0
201700000197,1,10,9,2017,9:30,1,1.0,5056414.0,161329.0,4,1.0
201700000198,1,13,1,2017,11:10,1,7.0,5063695.0,240949.0,4,1.0
201700000198,1,13,1,2017,11:10,1,7.0,5063695.0,240949.0,1,1.0
201700000200,1,31,1,2017,16:15,1,1.0,5063564.0,240146.0,4,1.0
201700000204,1,11,6,2017,10:50,1,1.0,5065938.0,227464.0,4,
201700000204,1,11,6,2017,10:50,1,1.0,5065938.0,227464.0,3,
201700000213,1,21,6,2017,9:50,1,1.0,5019949.0,155414.0,1,
201700000213,1,21,6,2017,9:50,1,1.0,5019949.0,155414.0,2,
201700000220,1,27,3,2017,17:50,1,7.0,5000223.0,264994.0,1,1.0
201700000220,1,27,3,2017,17:50,1,7.0,5000223.0,264994.0,4,1.0
201700000246,1,11,7,2017,16:23,1,1.0,4989602.0,411110.0,2,1.0
201700000246,1,11,7,2017,16:23,1,1.0,4989602.0,411110.0,1,1.0
201700000317,1,24,6,2017,15:10,1,1.0,4922247.0,229778.0,1,1.0
201700000317,1,24,6,2017,15:10,1,1.0,4922247.0,229778.0,3,1.0
201700000328,1,2,3,2017,17:45,1,1.0,4920024.0,246325.0,1,0.0
201700000328,1,2,3,2017,17:45,1,1.0,4920024.0,246325.0,4,0.0
201700000348,1,12,4,2017,16:10,1,1.0,4916246.0,287396.0,1,
201700000348,1,12,4,2017,16:10,1,1.0,4916246.0,287396.0,4,
201700000364,1,6,10,2017,17:30,1,1.0,4935393.0,112984.0,3,1.0
201700000364,1,6,10,2017,17:30,1,1.0,4935393.0,112984.0,1,1.0
201700000386,1,9,5,2017,18:40,1,7.0,4961603.0,76426.0,4,
201700000386,1,9,5,2017,18:40,1,7.0,4961603.0,76426.0,1,
201700000388,1,26,8,2017,17:40,1,1.0,4960100.0,78620.0,1,1.0
201700000388,1,26,8,2017,17:40,1,1.0,4960100.0,78620.0,3,1.0
201700000439,1,17,6,2017,17:30,1,1.0,4920904.0,160021.0,4,1.0
201700000469,1,5,9,2017,1:45,3,1.0,4929610.0,106420.0,1,1.0
201700000469,1,5,9,2017,1:45,3,1.0,4929610.0,106420.0,4,1.0
201700000475,1,28,10,2017,17:10,1,1.0,4806216.0,-175512.0,4,1.0
201700000475,1,28,10,2017,17:10,1,1.0,4806216.0,-175512.0,1,1.0
201700000478,1,30,3,2017,14:15,1,9.0,4813997.0,-158244.0,1,1.0
201700000478,1,30,3,2017,14:15,1,9.0,4813997.0,-158244.0,4,1.0
201700000479,1,9,4,2017,20:00,1,1.0,4818726.0,-151448.0,3,1.0
201700000479,1,9,4,2017,20:00,1,1.0,4818726.0,-151448.0,1,1.0
201700000481,1,8,6,2017,9:20,1,1.0,4813219.0,-151993.0,1,1.0
201700000481,1,8,6,2017,9:20,1,1.0,4813219.0,-151993.0,4,1.0
201700000492,1,21,11,2017,18:36,3,1.0,4810247.0,-175275.0,1,5.0
201700000492,1,21,11,2017,18:36,3,1.0,4810247.0,-175275.0,3,5.0
201700000515,1,29,11,2017,15:00,1,4.0,4792330.0,-186426.0,1,1.0
201700000515,1,29,11,2017,15:00,1,4.0,4792330.0,-186426.0,3,1.0
201700000526,1,7,6,2017,12:40,1,1.0,4794623.0,-151883.0,1,1.0
201700000526,1,7,6,2017,12:40,1,1.0,4794623.0,-151883.0,3,1.0
201700000529,1,2,9,2017,16:00,1,1.0,4785653.0,-147871.0,1,1.0
201700000529,1,2,9,2017,16:00,1,1.0,4785653.0,-147871.0,3,1.0
201700000539,1,27,7,2017,8:45,1,1.0,4847760.0,-260427.0,1,1.0
201700000539,1,27,7,2017,8:45,1,1.0,4847760.0,-260427.0,3,1.0
201700000555,1,26,10,2017,15:15,1,1.0,4871561.0,-308560.0,3,1.0
201700000555,1,26,10,2017,15:15,1,1.0,4871561.0,-308560.0,1,1.0
201700000562,1,25,5,2017,18:30,1,1.0,4858188.0,-249930.0,1,1.0
201700000562,1,25,5,2017,18:30,1,1.0,4858188.0,-249930.0,3,1.0
201700000568,1,23,7,2017,9:20,1,1.0,4852374.0,-265627.0,1,0.0
201700000568,1,23,7,2017,9:20,1,1.0,4852374.0,-265627.0,3,0.0
201700000573,1,4,1,2017,14:10,1,1.0,4842266.0,-282042.0,1,1.0
201700000573,1,4,1,2017,14:10,1,1.0,4842266.0,-282042.0,3,1.0
201700000573,1,4,1,2017,14:10,1,1.0,4842266.0,-282042.0,4,1.0
201700000604,1,14,1,2017,10:45,1,7.0,4858584.0,-223876.0,1,1.0
201700000604,1,14,1,2017,10:45,1,7.0,4858584.0,-223876.0,3,1.0
201700000607,1,15,5,2017,19:40,1,1.0,4852311.0,-238257.0,4,1.0
201700000607,1,15,5,2017,19:40,1,1.0,4852311.0,-238257.0,3,1.0
201700000608,1,18,5,2017,15:15,1,1.0,4858193.0,-244153.0,3,1.0
201700000611,1,17,7,2017,11:45,1,1.0,4859088.0,-229834.0,4,1.0
201700000611,1,17,7,2017,11:45,1,1.0,4859088.0,-229834.0,1,1.0
201700000611,1,17,7,2017,11:45,1,1.0,4859088.0,-229834.0,3,1.0
201700000615,1,19,2,2017,11:45,1,1.0,4856023.0,-314853.0,3,1.0
201700000615,1,19,2,2017,11:45,1,1.0,4856023.0,-314853.0,1,1.0
201700000636,1,14,8,2017,18:50,1,1.0,4882321.0,-350301.0,4,1.0
201700000636,1,14,8,2017,18:50,1,1.0,4882321.0,-350301.0,1,1.0
201700000638,1,17,9,2017,8:17,1,1.0,4879341.0,-352159.0,1,1.0
201700000638,1,17,9,2017,8:17,1,1.0,4879341.0,-352159.0,2,1.0
201700000642,1,7,2,2017,10:50,1,1.0,4809028.0,-433143.0,1,
201700000642,1,7,2,2017,10:50,1,1.0,4809028.0,-433143.0,3,
201700000643,1,17,4,2017,19:40,1,1.0,4809595.0,-434127.0,1,1.0
201700000643,1,17,4,2017,19:40,1,1.0,4809595.0,-434127.0,4,1.0
201700000644,1,23,5,2017,12:00,1,1.0,4809314.0,-432892.0,3,
201700000644,1,23,5,2017,12:00,1,1.0,4809314.0,-432892.0,1,
201700000648,1,4,10,2017,12:20,1,1.0,4809151.0,-432740.0,3,
201700000648,1,4,10,2017,12:20,1,1.0,4809151.0,-432740.0,1,
201700000656,1,23,7,2017,5:00,3,1.0,4788044.0,-404440.0,1,
