Num_Acc,catv,jour,mois,an,agg,lat,long,grav
202100000001,1,30,11,2021,1,44.0389580000,4.3480220000,3
202100000001,1,30,11,2021,1,44.0389580000,4.3480220000,1
202100000006,1,23,11,2021,2,47.6142390000,7.2343360000,4
202100000006,1,23,11,2021,2,47.6142390000,7.2343360000,1
202100000038,1,2,9,2021,2,46.7668890000,4.4566240000,3
202100000038,1,2,9,2021,2,46.7668890000,4.4566240000,1
202100000051,1,9,11,2021,2,43.6074900000,1.4281200000,1
202100000051,1,9,11,2021,2,43.6074900000,1.4281200000,4
202100000062,50,9,10,2021,2,47.2796400000, -2.4152200000,1
202100000062,50,9,10,2021,2,47.2796400000, -2.4152200000,4
202100000065,50,27,10,2021,2,45.5900000000,5.2720000000,1
202100000065,50,27,10,2021,2,45.5900000000,5.2720000000,3
202100000070,1,4,11,2021,2,49.4262285502,2.0853413343,4
202100000070,1,4,11,2021,2,49.4262285502,2.0853413343,1
202100000071,1,14,10,2021,2,49.4186200000,2.0834300000,3
202100000071,1,14,10,2021,2,49.4186200000,2.0834300000,1
202100000071,1,14,10,2021,2,49.4186200000,2.0834300000,1
202100000087,50,20,8,2021,2,43.4991831791,4.9879145902,1
202100000087,50,20,8,2021,2,43.4991831791,4.9879145902,1
202100000087,50,20,8,2021,2,43.4991831791,4.9879145902,4
202100000096,50,29,12,2021,2,48.7107700000,2.4883600000,1
202100000096,50,29,12,2021,2,48.7107700000,2.4883600000,4
202100000101,1,21,10,2021,1,47.6010200000,7.0063270000,2
202100000101,1,21,10,2021,1,47.6010200000,7.0063270000,4
202100000107,1,1,11,2021,2,44.0350580851,5.0246668082,1
202100000107,1,1,11,2021,2,44.0350580851,5.0246668082,2
202100000108,1,6,11,2021,2, -17.5397800000, -149.5450200000,2
202100000130,50,17,12,2021,2,46.1993000000,6.2374600000,1
202100000130,50,17,12,2021,2,46.1993000000,6.2374600000,4
202100000130,50,17,12,2021,2,46.1993000000,6.2374600000,1
202100000136,1,25,5,2021,2,43.5969171534,1.4261841774,1
202100000136,1,25,5,2021,2,43.5969171534,1.4261841774,3
202100000162,1,12,11,2021,2,48.7020770000,2.1905530000,4
202100000162,1,12,11,2021,2,48.7020770000,2.1905530000,1
202100000175,1,30,6,2021,1,43.0585800000,2.0439080000,2
202100000179,1,9,11,2021,2,44.8267700000, -0.6013200000,4
202100000179,1,9,11,2021,2,44.8267700000, -0.6013200000,1
202100000180,1,21,10,2021,2,44.8627300000, -0.5846200000,4
202100000180,1,21,10,2021,2,44.8627300000, -0.5846200000,1
202100000181,1,29,10,2021,2,45.6149750000,6.3191020000,3
202100000181,1,29,10,2021,2,45.6149750000,6.3191020000,1
202100000191,80,30,11,2021,2,48.8846000000,2.3796500000,4
202100000191,80,30,11,2021,2,48.8846000000,2.3796500000,1
202100000195,1,20,12,2021,2,46.2248290000,6.3017860000,1
202100000195,1,20,12,2021,2,46.2248290000,6.3017860000,3
202100000201,1,30,11,2021,2,48.4365200000,0.1049600000,1
202100000201,1,30,11,2021,2,48.4365200000,0.1049600000,4
202100000203,1,18,10,2021,1,48.3397780000,7.0583940000,3
202100000204,80,5,10,2021,2,48.2373580000,6.9520710000,3
202100000204,80,5,10,2021,2,48.2373580000,6.9520710000,1
202100000217,1,14,7,2021,1,48.6538460000,0.4104350000,3
202100000218,1,24,7,2021,2,48.4343330000,0.0935580000,1
202100000218,1,24,7,2021,2,48.4343330000,0.0935580000,4
202100000221,80,30,8,2021,2,50.4129921000,3.6625550000,1
202100000221,80,30,8,2021,2,50.4129921000,3.6625550000,2
202100000226,1,4,6,2021,2,45.5703281257,5.9167166719,1
202100000226,1,4,6,2021,2,45.5703281257,5.9167166719,4
202100000228,1,17,11,2021,2,46.8095700000,1.6701700000,1
202100000228,1,17,11,2021,2,46.8095700000,1.6701700000,4
202100000228,1,17,11,2021,2,46.8095700000,1.6701700000,4
202100000249,1,14,5,2021,1,49.0020710000,2.0815830000,4
202100000249,1,14,5,2021,1,49.0020710000,2.0815830000,1
202100000250,1,21,10,2021,2,45.7761264739,4.8446971178,1
202100000250,1,21,10,2021,2,45.7761264739,4.8446971178,4
202100000251,1,8,10,2021,2,45.7677673652,4.8423796892,1
202100000251,1,8,10,2021,2,45.7677673652,4.8423796892,4
202100000273,50,18,9,2021,2,45.5396791909,4.8613938689,4
202100000273,50,18,9,2021,2,45.5396791909,4.8613938689,4
202100000273,50,18,9,2021,2,45.5396791909,4.8613938689,1
202100000274,1,18,9,2021,2,45.5334100000,4.8738200000,4
202100000274,1,18,9,2021,2,45.5334100000,4.8738200000,1
202100000285,1,9,9,2021,2,45.7532410000,4.8490000000,4
202100000285,1,9,9,2021,2,45.7532410000,4.8490000000,4
202100000293,1,12,11,2021,2,45.7562700000,4.8403700000,4
202100000293,1,12,11,2021,2,45.7562700000,4.8403700000,1
202100000293,1,12,11,2021,2,45.7562700000,4.8403700000,1
202100000294,1,13,11,2021,2,45.7670000000,4.8590000000,4
202100000294,1,13,11,2021,2,45.7670000000,4.8590000000,1
202100000302,50,10,6,2021,2,44.8535260000, -0.5657060000,1
202100000302,50,10,6,2021,2,44.8535260000, -0.5657060000,4
202100000307,80,22,6,2021,2,46.8103200000,1.6870300000,1
202100000307,80,22,6,2021,2,46.8103200000,1.6870300000,3
202100000308,1,12,7,2021,2,43.4050800000,5.2231800000,3
202100000308,1,12,7,2021,2,43.4050800000,5.2231800000,1
202100000308,1,12,7,2021,2,43.4050800000,5.2231800000,1
202100000311,1,8,7,2021,2,43.4651100000,5.3536000000,4
202100000311,1,8,7,2021,2,43.4651100000,5.3536000000,3
202100000322,1,1,4,2021,2,44.8515900000, -0.5740400000,4
202100000322,1,1,4,2021,2,44.8515900000, -0.5740400000,1
202100000334,1,28,8,2021,1,45.2207770000,5.6814511000,1
202100000334,1,28,8,2021,1,45.2207770000,5.6814511000,2
202100000344,1,27,12,2021,2,44.8364600000, -0.6011900000,1
202100000344,1,27,12,2021,2,44.8364600000, -0.6011900000,4
202100000349,1,27,10,2021,2,48.8804910000,2.3129920000,4
202100000349,1,27,10,2021,2,48.8804910000,2.3129920000,1
202100000353,1,10,11,2021,2,45.8695800000,1.2977500000,3
202100000354,1,24,10,2021,2,45.8532800000,1.2958800000,3
202100000354,1,24,10,2021,2,45.8532800000,1.2958800000,1
202100000358,1,27,10,2021,2,48.6240600000, -2.0337500000,1
202100000358,1,27,10,2021,2,48.6240600000, -2.0337500000,3
202100000365,1,25,1,2021,2,43.4029000000,5.2164800000,3
202100000365,1,25,1,2021,2,43.4029000000,5.2164800000,1
202100000371,1,25,10,2021,2,43.2237680000,0.0941080000,4
202100000371,1,25,10,2021,2,43.2237680000,0.0941080000,1
202100000377,80,8,5,2021,1,44.7686850000, -0.1721330000,1
202100000377,80,8,5,2021,1,44.7686850000, -0.1721330000,4
202100000377,80,8,5,2021,1,44.7686850000, -0.1721330000,4
202100000377,1,8,5,2021,1,44.7686850000, -0.1721330000,1
202100000377,1,8,5,2021,1,44.7686850000, -0.1721330000,4
202100000377,1,8,5,2021,1,44.7686850000, -0.1721330000,4
202100000383,80,25,10,2021,2,45.9394831000,6.6262520000,3
202100000385,80,11,10,2021,2,45.9058728408,6.1291070580,4
202100000385,80,11,10,2021,2,45.9058728408,6.1291070580,1
202100000392,50,11,11,2021,2,46.1399200000, -1.1452000000,4
202100000392,50,11,11,2021,2,46.1399200000, -1.1452000000,1
202100000426,50,15,8,2021,2,45.7467860510,4.8460929489,4
202100000442,1,28,9,2021,1,45.3528241000,5.9611990000,4
202100000442,1,28,9,2021,1,45.3528241000,5.9611990000,3
202100000451,1,5,10,2021,1,4.8770930000, -52.2978560000,1
202100000451,1,5,10,2021,1,4.8770930000, -52.2978560000,3
202100000456,1,8,11,2021,2,47.8933600000,1.8762500000,4
202100000456,1,8,11,2021,2,47.8933600000,1.8762500000,1
202100000465,1,28,7,2021,2,45.1512100000,1.5491700000,1
202100000465,1,28,7,2021,2,45.1512100000,1.5491700000,4
202100000470,1,9,11,2021,2,42.6884800000,2.8950200000,4
202100000470,1,9,11,2021,2,42.6884800000,2.8950200000,1
202100000478,80,3,5,2021,2,45.1478379568,1.4897847174,1
202100000478,80,3,5,2021,2,45.1478379568,1.4897847174,4
202100000486,50,27,10,2021,2,49.6328410000, -1.6228800000,1
202100000486,50,27,10,2021,2,49.6328410000, -1.6228800000,4
202100000494,1,17,10,2021,2,49.5013935778,0.1500253379,4
202100000494,1,17,10,2021,2,49.5013935778,0.1500253379,4
202100000495,1,16,10,2021,2,49.4917610000,0.1252000000,1
202100000495,1,16,10,2021,2,49.4917610000,0.1252000000,3
202100000509,1,13,11,2021,2,47.3503784806,0.6562600230,4
202100000509,1,13,11,2021,2,47.3503784806,0.6562600230,1
202100000511,80,24,6,2021,2,43.2546200000,5.3764400000,3
202100000511,80,24,6,2021,2,43.2546200000,5.3764400000,1
202100000511,80,24,6,2021,2,43.2546200000,5.3764400000,1
202100000511,80,24,6,2021,2,43.2546200000,5.3764400000,1
202100000516,50,16,2,2021,2,43.2804700000,5.4123400000,4
202100000518,1,18,4,2021,2,43.5057400000,4.9845900000,1
202100000518,1,18,4,2021,2,43.5057400000,4.9845900000,4
202100000520,1,31,12,2021,2,45.8561400000,1.2918400000,4
202100000520,1,31,12,2021,2,45.8561400000,1.2918400000,1
202100000532,50,12,11,2021,2,45.7437700000,4.8216300000,4
202100000532,50,12,11,2021,2,45.7437700000,4.8216300000,1
202100000550,1,1,4,2021,2,49.0549269000,7.0353568000,2
202100000552,1,13,6,2021,2,45.7059400000,5.9106600000,1
202100000552,1,13,6,2021,2,45.7059400000,5.9106600000,3
202100000555,1,8,11,2021,2,48.2943000000,4.0783000000,1
202100000555,1,8,11,2021,2,48.2943000000,4.0783000000,1
202100000555,1,8,11,2021,2,48.2943000000,4.0783000000,1
202100000555,1,8,11,2021,2,48.2943000000,4.0783000000,4
202100000559,1,9,11,2021,1,43.2377220000,0.0418490000,1
202100000559,1,9,11,2021,1,43.2377220000,0.0418490000,3
202100000561,1,8,11,2021,2,47.7514100000, -3.3708400000,4
202100000561,1,8,11,2021,2,47.7514100000, -3.3708400000,1
202100000564,1,10,11,2021,2,47.4394000000, -0.4860000000,4
202100000564,1,10,11,2021,2,47.4394000000, -0.4860000000,1
202100000577,1,8,11,2021,2,48.2922000000,4.0861700000,1
202100000577,1,8,11,2021,2,48.2922000000,4.0861700000,4
202100000583,1,13,11,2021,1, -21.3018500000,55.5019800000,3
202100000586,1,4,12,2021,1,48.9239440000,1.9954720000,3
202100000586,1,4,12,2021,1,48.9239440000,1.9954720000,1
202100000593,1,8,11,2021,2,48.6822242291,6.1779042612,1
202100000593,1,8,11,2021,2,48.6822242291,6.1779042612,4
202100000594,80,8,11,2021,2,47.3785431072,0.6936589639,4
202100000595,50,8,11,2021,2,47.4222775715,0.6858560491,1
202100000595,50,8,11,2021,2,47.4222775715,0.6858560491,4
202100000596,50,8,11,2021,2,47.3642783355,0.6841254797,4
202100000596,50,8,11,2021,2,47.3642783355,0.6841254797,1
202100000608,50,10,11,2021,2,47.2280000000, -1.6350000000,1
202100000608,50,10,11,2021,2,47.2280000000, -1.6350000000,4
202100000618,50,31,12,2021,2,48.9582000000,2.5957000000,2
202100000619,1,31,12,2021,2,45.6944490006,5.9004671732,4
202100000619,1,31,12,2021,2,45.6944490006,5.9004671732,1
202100000625,1,28,12,2021,2,45.6157670000,5.2257160000,4
202100000625,1,28,12,2021,2,45.6157670000,5.2257160000,1
202100000660,1,31,12,2021,1,48.6645930000,2.2136810000,1
202100000660,1,31,12,2021,1,48.6645930000,2.2136810000,4
202100000669,1,31,12,2021,1,48.0589940000,7.4290320000,1
202100000669,1,31,12,2021,1,48.0589940000,7.4290320000,3
202100000681,50,4,6,2021,2,43.5237000000,5.4372600000,3
202100000681,50,4,6,2021,2,43.5237000000,5.4372600000,1
202100000681,50,4,6,2021,2,43.5237000000,5.4372600000,1
202100000706,1,29,12,2021,1,43.0870180000,1.3721710000,4
202100000706,1,29,12,2021,1,43.0870180000,1.3721710000,1
202100000742,50,30,12,2021,2,4.9318403883, -52.3316492736,1
202100000742,50,30,12,2021,2,4.9318403883, -52.3316492736,4
202100000754,50,28,12,2021,2,49.4997900000,0.1714100000,1
202100000754,50,28,12,2021,2,49.4997900000,0.1714100000,4
202100000770,50,31,12,2021,2,49.0213600000,1.1515100000,1
202100000770,50,31,12,2021,2,49.0213600000,1.1515100000,4
202100000778,50,31,12,2021,2,48.8475650000,2.3227830000,1
202100000778,50,31,12,2021,2,48.8475650000,2.3227830000,1
202100000778,50,31,12,2021,2,48.8475650000,2.3227830000,3
202100000780,1,31,12,2021,2,48.8981940000,2.3860090000,1
202100000780,1,31,12,2021,2,48.8981940000,2.3860090000,1
202100000780,1,31,12,2021,2,48.8981940000,2.3860090000,4
202100000833,50,14,12,2021,2,43.3096900000, -0.3660500000,4
202100000833,50,14,12,2021,2,43.3096900000, -0.3660500000,1
202100000843,50,30,12,2021,2,45.8171300000,4.8905700000,4
202100000843,50,30,12,2021,2,45.8171300000,4.8905700000,1
202100000854,1,30,12,2021,2,45.9855705454,4.7133842111,4
202100000858,50,30,12,2021,2,49.2571493094,4.0393759310,4
202100000858,50,30,12,2021,2,49.2571493094,4.0393759310,1
202100000868,1,30,12,2021,2,49.0038240000,1.1769340000,1
202100000868,1,30,12,2021,2,49.0038240000,1.1769340000,4
202100000888,1,30,12,2021,2,48.8696120000,2.3947990000,1
202100000888,1,30,12,2021,2,48.8696120000,2.3947990000,4
202100000940,1,30,12,2021,2,46.6358876566,4.8710922884,1
202100000940,1,30,12,2021,2,46.6358876566,4.8710922884,3
202100000945,1,30,12,2021,1,48.5431608637, -2.6066163174,3
202100000945,1,30,12,2021,1,48.5431608637, -2.6066163174,1
202100000962,1,21,9,2021,1,47.9783870000, -4.1289730000,2
202100000974,50,28,12,2021,2,48.7052090000,2.3397350000,1
202100000974,50,28,12,2021,2,48.7052090000,2.3397350000,4
202100000978,1,28,12,2021,2,49.9034600000,2.3063700000,1
202100000978,1,28,12,2021,2,49.9034600000,2.3063700000,4
202100000979,1,27,12,2021,2,49.8609200000,2.2398800000,4
202100000979,1,27,12,2021,2,49.8609200000,2.2398800000,1
202100000983,1,18,12,2021,2,48.8076000000,2.6207300000,1
202100000983,1,18,12,2021,2,48.8076000000,2.6207300000,4
202100001005,1,28,12,2021,2,48.0653100000, -0.7549400000,3
202100001005,1,28,12,2021,2,48.0653100000, -0.7549400000,1
202100001019,1,28,12,2021,2,48.1032700000, -1.7113000000,1
202100001019,1,28,12,2021,2,48.1032700000, -1.7113000000,4
202100001024,50,28,12,2021,2,44.8387460000, -0.6259430000,1
202100001024,50,28,12,2021,2,44.8387460000, -0.6259430000,4
202100001032,1,29,12,2021,2,49.0299700000,1.1534500000,1
202100001032,1,29,12,2021,2,49.0299700000,1.1534500000,4
202100001048,1,29,12,2021,2,49.6537900000,3.2921100000,1
202100001048,1,29,12,2021,2,49.6537900000,3.2921100000,4
202100001054,50,27,12,2021,2,48.8263280000,2.3598250000,1
202100001054,50,27,12,2021,2,48.8263280000,2.3598250000,4
202100001057,80,29,12,2021,2,48.8875760000,2.3803290000,1
202100001057,80,29,12,2021,2,48.8875760000,2.3803290000,4
202100001059,50,28,12,2021,2,48.8862020000,2.3177450000,1
202100001059,50,28,12,2021,2,48.8862020000,2.3177450000,4
202100001059,50,28,12,2021,2,48.8862020000,2.3177450000,1
202100001063,1,28,12,2021,2,48.8813300000,2.3647220000,1
202100001063,1,28,12,2021,2,48.8813300000,2.3647220000,4
202100001100,1,29,12,2021,2,50.0885560000,1.5471790000,4
202100001107,1,30,12,2021,2,49.6211820000, -1.3606580000,4
202100001122,1,30,12,2021,1,45.6772440000,0.2658710000,1
202100001122,1,30,12,2021,1,45.6772440000,0.2658710000,3
202100001165,1,27,12,2021,1,46.5531250000,0.3999980000,4
202100001165,1,27,12,2021,1,46.5531250000,0.3999980000,1
202100001167,1,24,11,2021,2,48.7992650000,2.1407820000,1
202100001167,1,24,11,2021,2,48.7992650000,2.1407820000,2
202100001178,1,25,12,2021,2,42.6963000000,2.8836000000,1
202100001178,1,25,12,2021,2,42.6963000000,2.8836000000,4
202100001181,1,24,12,2021,1,49.4028900000,2.8506100000,4
202100001181,1,24,12,2021,1,49.4028900000,2.8506100000,1
202100001204,50,24,12,2021,2,44.5549200000,6.0745600000,1
202100001204,50,24,12,2021,2,44.5549200000,6.0745600000,4
202100001205,50,27,12,2021,2,48.8561330000,2.4055050000,4
202100001205,50,27,12,2021,2,48.8561330000,2.4055050000,1
202100001211,50,27,12,2021,2,48.8562850000,2.3565990000,1
202100001211,50,27,12,2021,2,48.8562850000,2.3565990000,1
202100001211,50,27,12,2021,2,48.8562850000,2.3565990000,4
202100001213,1,27,12,2021,2,48.8142200000,2.3495050000,1
202100001213,1,27,12,2021,2,48.8142200000,2.3495050000,4
202100001241,1,27,12,2021,2,48.5505780000,2.2774480000,1
202100001241,1,27,12,2021,2,48.5505780000,2.2774480000,4
202100001242,1,29,12,2021,2,43.4812510000,5.1761360000,1
202100001242,1,29,12,2021,2,43.4812510000,5.1761360000,4
202100001280,1,26,12,2021,2,45.6994300000,5.9042800000,4
202100001280,1,26,12,2021,2,45.6994300000,5.9042800000,1
202100001293,1,26,12,2021,2,48.8467590000,2.2856470000,1
202100001293,1,26,12,2021,2,48.8467590000,2.2856470000,4
202100001330,1,27,12,2021,2, -17.4782950000, -149.7790520000,3
202100001330,1,27,12,2021,2, -17.4782950000, -149.7790520000,1
202100001331,1,27,12,2021,2, -17.4949440000, -149.7632750000,1
202100001331,1,27,12,2021,2, -17.4949440000, -149.7632750000,1
202100001331,1,27,12,2021,2, -17.4949440000, -149.7632750000,3
202100001366,1,23,12,2021,2,48.6033200000,2.3064800000,4
202100001366,1,23,12,2021,2,48.6033200000,2.3064800000,1
202100001379,1,25,12,2021,2,48.8631620000,2.3885830000,4
202100001379,1,25,12,2021,2,48.8631620000,2.3885830000,4
202100001387,50,25,12,2021,2,48.8607800000,2.5826000000,4
202100001387,50,25,12,2021,2,48.8607800000,2.5826000000,4
202100001387,50,25,12,2021,2,48.8607800000,2.5826000000,1
202100001414,1,27,12,2021,1,47.4974300000, -0.4929900000,4
202100001414,1,27,12,2021,1,47.4974300000, -0.4929900000,1
202100001422,50,27,12,2021,1,43.4505430000,4.4106890000,1
202100001422,50,27,12,2021,1,43.4505430000,4.4106890000,4
202100001453,1,23,12,2021,2,44.0270500000,2.1286300000,3
202100001453,1,23,12,2021,2,44.0270500000,2.1286300000,1
202100001453,1,23,12,2021,2,44.0270500000,2.1286300000,1
202100001464,50,24,12,2021,2,48.6862400000,6.1918600000,1
202100001464,50,24,12,2021,2,48.6862400000,6.1918600000,4
202100001466,1,23,12,2021,2,47.4453600000, -0.5268900000,1
202100001466,1,23,12,2021,2,47.4453600000, -0.5268900000,3
202100001479,50,22,12,2021,2,44.8647000000, -0.4979800000,1
202100001479,50,22,12,2021,2,44.8647000000, -0.4979800000,4
202100001490,50,21,12,2021,2,43.7061100000,7.2644500000,2
202100001495,1,24,12,2021,2,48.8356130000,2.3027780000,4
202100001503,1,19,12,2021,2,48.8717220000,2.3416200000,1
202100001503,1,19,12,2021,2,48.8717220000,2.3416200000,4
202100001521,1,26,12,2021,1,43.0452290000,0.3006430000,3
202100001541,50,26,12,2021,2,4.9233900000, -52.2830400000,1
202100001541,50,26,12,2021,2,4.9233900000, -52.2830400000,2
202100001573,1,23,12,2021,2,45.7596800000,4.8495000000,4
202100001573,1,23,12,2021,2,45.7596800000,4.8495000000,1
202100001580,50,22,12,2021,2,45.8315700000,1.2518800000,4
202100001586,50,22,12,2021,2,42.7198000000,2.8865600000,4
202100001586,50,22,12,2021,2,42.7198000000,2.8865600000,1
202100001591,1,23,12,2021,2,43.5286800000, -1.4793900000,4
202100001591,1,23,12,2021,2,43.5286800000, -1.4793900000,1
202100001599,1,23,12,2021,2,47.3752429267,0.6789884716,4
202100001599,1,23,12,2021,2,47.3752429267,0.6789884716,1
202100001607,1,23,12,2021,2,49.0217166232,1.1816073151,1
202100001607,1,23,12,2021,2,49.0217166232,1.1816073151,4
202100001614,50,21,12,2021,2,48.2911123632,4.0884339807,4
202100001615,1,22,12,2021,2,43.1213900000,1.6212100000,1
202100001615,1,22,12,2021,2,43.1213900000,1.6212100000,4
202100001627,80,23,12,2021,2,48.8600750000,2.3434030000,4
202100001630,50,23,12,2021,2,48.7922000000,2.4972100000,4
202100001630,50,23,12,2021,2,48.7922000000,2.4972100000,4
202100001694,1,22,12,2021,2,45.7518314492,4.8469984531,1
202100001694,1,22,12,2021,2,45.7518314492,4.8469984531,4
202100001706,1,22,12,2021,2,43.2988800000, -0.3903700000,1
202100001706,1,22,12,2021,2,43.2988800000, -0.3903700000,4
202100001731,50,22,12,2021,2,43.3032100000,5.3738800000,1
202100001731,50,22,12,2021,2,43.3032100000,5.3738800000,1
202100001731,50,22,12,2021,2,43.3032100000,5.3738800000,4
202100001733,50,23,12,2021,2,43.2118000000,2.3744300000,3
202100001736,1,22,12,2021,2,46.3542180000,2.6143140000,4
202100001736,1,22,12,2021,2,46.3542180000,2.6143140000,1
202100001746,1,22,12,2021,2,48.8442760000,2.3815810000,4
202100001746,1,22,12,2021,2,48.8442760000,2.3815810000,1
202100001746,1,22,12,2021,2,48.8442760000,2.3815810000,1
202100001747,50,22,12,2021,2,48.8529100000,2.3884990000,1
202100001747,50,22,12,2021,2,48.8529100000,2.3884990000,4
202100001749,1,22,12,2021,2,48.8709430000,2.3039810000,4
202100001749,1,22,12,2021,2,48.8709430000,2.3039810000,4
202100001757,1,22,12,2021,2,48.9058500000,2.3946400000,1
202100001757,1,22,12,2021,2,48.9058500000,2.3946400000,4
202100001777,1,23,12,2021,1,44.3953390000,2.8348700000,3
202100001777,1,23,12,2021,1,44.3953390000,2.8348700000,1
202100001784,1,24,12,2021,2,48.6195700000, -4.5543690000,1
202100001784,1,24,12,2021,2,48.6195700000, -4.5543690000,3
202100001817,1,22,12,2021,1,49.2609850000,1.9090460000,4
202100001817,1,22,12,2021,1,49.2609850000,1.9090460000,4
202100001835,50,21,12,2021,2,45.7519961461,4.8960399628,4
202100001835,50,21,12,2021,2,45.7519961461,4.8960399628,1
202100001835,50,21,12,2021,2,45.7519961461,4.8960399628,1
202100001845,1,21,12,2021,2,43.1301200000,5.9479800000,1
202100001845,1,21,12,2021,2,43.1301200000,5.9479800000,4
202100001846,1,18,12,2021,2,43.4909840000,6.4971200000,4
202100001846,1,18,12,2021,2,43.4909840000,6.4971200000,1
202100001856,80,21,12,2021,2,48.5529900000,7.7395300000,4
202100001856,80,21,12,2021,2,48.5529900000,7.7395300000,1
202100001868,1,21,12,2021,2,48.7008100000,6.2019600000,1
202100001868,1,21,12,2021,2,48.7008100000,6.2019600000,4
202100001887,1,21,12,2021,2,49.0219300000,1.1706900000,4
202100001887,1,21,12,2021,2,49.0219300000,1.1706900000,1
202100001889,1,16,12,2021,2,45.6319600000, -1.0317800000,1
202100001889,1,16,12,2021,2,45.6319600000, -1.0317800000,4
202100001895,1,21,12,2021,2,43.3440000000,5.4590000000,1
202100001895,1,21,12,2021,2,43.3440000000,5.4590000000,3
202100001904,50,21,12,2021,2,48.8799650000,2.3528150000,1
202100001904,50,21,12,2021,2,48.8799650000,2.3528150000,4
202100001906,50,21,12,2021,2,48.8628460000,2.3123810000,4
202100001910,1,21,12,2021,2,48.8134500000,2.4436600000,4
202100001910,1,21,12,2021,2,48.8134500000,2.4436600000,1
202100001922,50,20,12,2021,2,48.9286610000,2.2995490000,1
202100001922,50,20,12,2021,2,48.9286610000,2.2995490000,4
202100001984,1,21,12,2021,2, -22.2240200000,166.4810400000,3
202100001984,1,21,12,2021,2, -22.2240200000,166.4810400000,1
202100001995,1,20,12,2021,2,45.8165000000,4.8926000000,1
202100001995,1,20,12,2021,2,45.8165000000,4.8926000000,4
202100001996,50,19,12,2021,1,43.1299300000,6.1777900000,1
202100001996,50,19,12,2021,1,43.1299300000,6.1777900000,3
202100002007,1,17,12,2021,2,48.5775100000,7.7547800000,4
202100002007,1,17,12,2021,2,48.5775100000,7.7547800000,1
202100002010,1,20,12,2021,2,43.4883000000, -1.4907600000,1
202100002010,1,20,12,2021,2,43.4883000000, -1.4907600000,4
202100002020,1,17,12,2021,2,47.7451100000, -3.3746300000,1
202100002020,1,17,12,2021,2,47.7451100000, -3.3746300000,4
202100002023,1,18,12,2021,2,48.0077700000,2.7200400000,3
202100002023,1,18,12,2021,2,48.0077700000,2.7200400000,1
202100002036,80,18,12,2021,2,44.5434200000,6.0649170000,1
202100002036,80,18,12,2021,2,44.5434200000,6.0649170000,4
202100002045,50,20,12,2021,2,48.8464300000,2.3668830000,1
202100002045,50,20,12,2021,2,48.8464300000,2.3668830000,4
202100002046,1,20,12,2021,2,48.8623830000,2.3725280000,4
202100002046,1,20,12,2021,2,48.8623830000,2.3725280000,1
202100002046,50,20,12,2021,2,48.8623830000,2.3725280000,4
202100002046,50,20,12,2021,2,48.8623830000,2.3725280000,1
202100002048,1,20,12,2021,2,48.8563380000,2.3098190000,1
202100002048,1,20,12,2021,2,48.8563380000,2.3098190000,4
202100002052,1,19,12,2021,2,48.7982500000,2.4207900000,1
202100002052,1,19,12,2021,2,48.7982500000,2.4207900000,4
202100002055,50,20,12,2021,2,48.9035816338,2.4775747673,1
202100002055,50,20,12,2021,2,48.9035816338,2.4775747673,1
202100002055,50,20,12,2021,2,48.9035816338,2.4775747673,4
202100002060,50,19,12,2021,2,48.9135767683,2.2350150347,1
202100002060,50,19,12,2021,2,48.9135767683,2.2350150347,4
202100002062,1,22,12,2021,1,46.6197110000,4.6818490000,1
202100002062,1,22,12,2021,1,46.6197110000,4.6818490000,3
202100002070,1,21,12,2021,2,43.9594050000,0.3677680000,1
202100002070,1,21,12,2021,2,43.9594050000,0.3677680000,3
202100002094,1,21,12,2021,1,47.3328680000, -0.6534130000,3
202100002094,1,21,12,2021,1,47.3328680000, -0.6534130000,1
202100002109,80,22,12,2021,2,50.6434090000,2.7298640000,1
202100002109,80,22,12,2021,2,50.6434090000,2.7298640000,3
202100002126,1,19,12,2021,2,48.7383660000,2.2339410000,1
202100002126,1,19,12,2021,2,48.7383660000,2.2339410000,3
202100002134,1,19,12,2021,2,50.6352400000,3.0581800000,1
202100002134,1,19,12,2021,2,50.6352400000,3.0581800000,4
202100002155,50,19,12,2021,2,48.8564310000,2.3399120000,4
202100002177,1,21,12,2021,1,50.0019820000,2.0349250000,3
202100002177,1,21,12,2021,1,50.0019820000,2.0349250000,1
202100002192,1,21,12,2021,2,43.3407780000, -1.4433610000,3
202100002192,1,21,12,2021,2,43.3407780000, -1.4433610000,1
202100002197,1,20,12,2021,1,44.8692950000,0.1862900000,3
202100002197,1,20,12,2021,1,44.8692950000,0.1862900000,1
202100002237,1,18,12,2021,2,43.3189763542, -0.3599672019,1
202100002237,1,18,12,2021,2,43.3189763542, -0.3599672019,2
202100002241,50,14,12,2021,2,49.0554000000,3.9648100000,1
202100002241,50,14,12,2021,2,49.0554000000,3.9648100000,4
202100002251,1,18,12,2021,2,43.6186431033,1.4364563674,1
202100002251,1,18,12,2021,2,43.6186431033,1.4364563674,3
202100002265,1,18,12,2021,2,48.8743820000,2.3745010000,1
202100002265,1,18,12,2021,2,48.8743820000,2.3745010000,4
202100002272,50,18,12,2021,2,48.8512920000,2.3761340000,1
202100002272,50,18,12,2021,2,48.8512920000,2.3761340000,1
202100002272,50,18,12,2021,2,48.8512920000,2.3761340000,4
202100002272,50,18,12,2021,2,48.8512920000,2.3761340000,3
202100002293,1,18,12,2021,2,48.8314800000,2.2469400000,4
